Date,BMV:ALFAA,BMV:ALPEKA,BMV:ALSEA,BMV:AMXL,BMV:AC,BMV:ASURB,BMV:GFREGIOO,BMV:BIMBOA,BMV:BOLSAA,BMV:CEMEXCPO,BMV:KOFL,BMV:LIVEPOLC-1,BMV:ELEKTRA,BMV:GFNORTEO,BMV:FEMSAUBD,BMV:LABB,BMV:GENTERA,BMV:GMEXICOB,BMV:GRUMAB,BMV:GAPB,BMV:GCARSOA1,BMV:GFINBURO,BMV:SANMEXB,BMV:LALAB,BMV:TLEVISACPO,BMV:IENOVA,BMV:KIMBERA,BMV:MEXCHEM,BMV:NEMAKA,BMV:OHLMEX,BMV:OMAB,BMV:PE&OLES,BMV:PINFRA,BMV:VOLARA,BMV:WALMEX
2009-08-14,5.43,,8.05,14.74,32.6,57.19,,18.28,13.6,13.9,60.49,48.1,638.97,36.63,48.9,7.9,,19.4,19.91,35.91,42.86,20.94,,,47.44,,19.68,17.22,,,19.33,216.79,23.0,,46.48
2009-08-17,5.18,,7.5,14.51,31.99,56.0,,17.95,13.19,14.26,59.28,49.09,605.51,36.1,47.9,7.49,,18.95,20.65,34.59,41.05,19.5,,,45.48,,19.08,16.75,,,18.99,205.0,23.0,,45.65
2009-08-18,5.24,,7.78,14.6,32.0,55.13,,18.12,13.2,14.9,58.7,48.75,625.8,35.9,47.75,7.5,,20.25,20.24,34.0,42.21,19.56,,,45.15,,19.5,16.95,,,19.05,206.16,24.0,,45.41
2009-08-19,5.22,,7.96,14.6,31.8,54.82,,18.49,13.05,15.73,59.58,48.75,626.1,36.99,47.17,7.25,,19.0,20.47,33.68,42.51,19.94,,,45.3,,19.16,16.9,,,18.96,206.0,24.0,,46.31
2009-08-20,5.3,,7.93,14.96,31.9,54.65,,18.5,13.35,16.5,60.1,48.5,643.98,37.17,49.21,7.42,,18.6,20.5,33.87,43.24,19.3,,,45.72,,19.25,17.18,,,19.0,207.0,24.0,,45.88
2009-08-21,5.4,,7.95,15.18,32.19,56.09,,18.56,13.49,16.5,60.8,48.75,640.1,38.54,49.97,7.5,,19.26,20.6,35.15,44.0,19.7,,,46.48,,19.25,17.37,,,19.3,214.0,25.3,,45.99
2009-08-24,5.46,,8.55,15.16,31.99,56.65,,18.56,13.43,16.36,60.9,48.5,544.01,39.72,49.58,7.52,,19.71,20.04,35.8,43.15,18.6,,,46.62,,19.2,17.05,,,19.43,211.0,24.9,,46.7
2009-08-25,5.69,,8.26,15.5,32.0,56.5,,18.75,13.21,16.7,60.95,48.75,502.0,38.6,50.37,7.62,,18.81,19.7,36.95,41.54,17.88,,,46.0,,19.17,16.93,,,19.61,213.0,24.74,,47.11
2009-08-26,5.7,,8.31,15.46,32.0,55.9,,18.64,13.35,17.42,60.42,48.75,506.74,40.71,50.85,7.88,,18.38,19.44,36.5,41.6,18.32,,,46.96,,18.69,17.2,,,19.26,211.0,24.51,,47.66
2009-08-27,5.75,,8.26,15.42,32.42,56.51,,19.3,14.13,17.65,62.82,48.75,511.1,40.0,50.25,8.65,,19.35,19.4,36.87,43.29,18.84,,,47.38,,18.64,18.0,,,19.45,208.0,25.85,,47.55
2009-08-28,5.92,,8.25,15.46,32.55,56.79,,19.25,15.89,17.53,62.2,49.5,501.0,40.04,50.65,8.9,,20.43,19.49,36.65,43.67,17.95,,,47.35,,19.13,18.1,,,19.6,208.0,26.39,,47.93
2009-08-31,5.84,,8.25,15.03,32.19,54.51,,19.34,16.0,17.68,59.69,48.75,508.8,39.39,48.5,9.42,,19.2,20.49,34.86,42.45,17.92,,,46.77,,19.17,17.38,,,19.2,208.21,25.75,,47.21
2009-09-01,5.61,,8.28,14.82,32.29,54.35,,18.76,15.85,16.65,58.66,49.5,515.5,38.3,46.9,8.62,,22.0,19.51,35.2,40.91,17.5,,,46.12,,18.88,17.11,,,19.16,197.1,25.01,,46.21
2009-09-02,5.5,,8.69,14.76,32.35,54.95,,18.25,15.6,16.63,59.52,49.5,515.0,38.4,47.65,8.97,,23.09,19.9,34.96,39.96,17.8,,,46.0,,18.87,16.9,,,19.5,209.0,25.1,,46.44
2009-09-03,5.77,,8.6,14.83,32.58,55.02,,18.82,15.69,17.07,59.48,49.5,521.0,38.11,48.56,9.0,,22.85,19.8,35.99,40.98,18.1,,,45.65,,19.08,17.39,,,19.65,216.0,25.5,,47.0
2009-09-04,5.76,,8.66,14.96,32.52,55.5,,18.68,15.68,16.66,61.88,49.5,536.9,37.87,48.84,8.95,,22.22,19.67,36.2,41.3,18.5,,,45.7,,19.54,17.9,,,19.67,217.5,25.5,,47.55
2009-09-07,5.76,,8.61,14.96,32.52,57.24,,18.8,16.38,17.08,59.02,49.5,543.0,38.51,49.3,8.94,,22.56,19.9,36.5,42.35,19.05,,,46.45,,19.65,18.1,,,19.7,216.5,25.5,,47.6
2009-09-08,5.9,,8.88,15.48,32.68,56.45,,18.86,16.4,17.4,60.82,49.5,543.0,39.95,49.98,9.22,,23.39,20.3,38.0,44.1,19.26,,,47.09,,19.56,18.69,,,20.0,221.0,26.34,,47.92
2009-09-09,5.82,,8.8,15.38,32.26,55.5,,18.62,15.9,17.39,59.62,50.5,532.0,40.1,49.72,9.15,,23.0,20.15,37.92,44.0,19.32,,,47.0,,19.47,18.35,,,20.08,217.2,25.77,,47.94
2009-09-10,5.9,,8.63,15.38,32.4,57.8,,18.71,16.08,17.06,60.26,50.5,539.0,41.79,48.88,9.15,,23.1,20.15,38.6,43.79,19.5,,,47.55,,19.6,18.6,,,20.36,221.0,25.69,,48.9
2009-09-11,5.94,,8.79,15.41,32.71,58.5,,18.48,16.5,16.61,60.92,50.51,538.35,42.7,49.36,9.14,,22.94,20.09,38.48,43.7,19.5,,,48.1,,19.92,18.77,,,21.05,223.0,25.47,,49.78
2009-09-14,5.86,,8.9,15.5,33.85,56.77,,18.71,16.65,16.76,59.6,50.5,533.15,41.99,48.76,9.15,,22.97,20.3,38.53,44.0,19.49,,,48.05,,19.93,19.05,,,21.0,223.5,25.34,,48.72
2009-09-15,6.15,,8.8,15.51,33.25,56.7,,18.7,16.4,17.38,60.09,53.0,544.94,41.3,48.39,9.12,,22.8,20.1,38.12,44.55,19.74,,,48.69,,19.92,19.57,,,21.0,230.0,25.6,,49.0
2009-09-17,6.67,,8.63,15.58,32.93,57.75,,19.0,16.78,18.7,63.5,50.5,541.6,41.1,48.49,9.15,,23.15,20.47,38.81,49.4,19.6,,,48.99,,19.63,20.34,,,21.72,237.51,26.01,,49.39
2009-09-18,6.7,,8.35,15.09,33.68,58.0,,18.76,16.9,18.9,65.75,51.8,541.0,42.5,48.31,9.1,,23.05,21.7,39.8,47.75,19.95,,,49.27,,19.27,21.0,,,21.25,240.0,25.0,,49.55
2009-09-21,6.74,,8.37,15.07,32.5,58.53,,18.92,16.47,17.35,61.0,51.8,545.01,41.6,47.61,9.12,,23.3,21.8,39.66,45.71,19.3,14.5,,49.65,,18.67,20.28,,,21.03,235.0,24.39,,48.71
2009-09-22,6.64,,8.61,14.86,33.0,58.66,,18.75,16.6,17.25,64.76,51.8,535.0,41.95,47.88,9.0,,25.75,21.7,39.59,45.22,19.0,14.5,,49.78,,18.33,20.6,,,20.71,233.82,24.52,,48.5
2009-09-23,6.32,,8.5,14.35,33.12,55.95,,18.42,16.5,17.45,64.57,51.8,516.0,42.62,48.18,9.0,,26.2,21.4,38.92,43.57,18.52,,,48.71,,18.37,19.95,,,20.88,226.01,24.31,,47.19
2009-09-24,6.26,,8.18,14.14,33.14,55.4,,17.74,16.36,17.2,64.25,51.8,506.01,44.5,49.74,9.0,,25.02,20.65,39.58,41.7,18.2,,,48.5,,18.29,20.15,,,20.13,222.0,24.25,,46.78
2009-09-25,6.54,,8.4,14.38,33.15,56.15,,17.8,16.62,17.76,64.68,51.8,517.0,42.35,49.49,8.85,,24.66,21.2,38.46,42.1,18.75,,,48.98,,18.33,20.4,,,20.3,227.0,24.16,,47.0
2009-09-28,6.54,,8.58,14.72,33.15,57.4,,19.12,16.73,17.86,64.69,51.8,544.0,43.35,49.7,8.75,,25.1,22.2,39.94,43.8,19.69,,,49.95,,18.52,20.46,,,21.0,227.0,24.59,,47.75
2009-09-29,6.46,,8.66,14.81,33.37,58.27,,19.12,16.65,17.55,64.55,53.95,546.49,44.48,49.74,8.75,,25.1,23.96,38.84,44.4,19.5,,,50.53,,18.83,20.5,,,20.9,233.0,24.4,,47.73
2009-09-30,6.46,,8.71,14.78,33.37,57.7,,18.79,16.7,17.42,64.76,54.0,535.0,45.16,51.39,8.96,,24.88,23.65,38.03,43.61,19.1,14.5,,49.94,,18.67,20.35,,,21.14,225.31,24.78,,46.8
2009-10-01,6.45,,8.51,14.6,33.72,57.5,,18.06,16.65,16.97,65.9,,505.0,43.3,57.8,8.84,,24.19,23.1,37.5,41.02,18.62,,,49.36,,18.62,19.8,,,20.39,216.0,23.8,,45.59
2009-10-02,6.59,,8.65,14.54,33.34,57.15,,18.38,17.09,16.58,69.19,,506.99,43.5,62.3,9.76,,23.86,23.8,36.92,41.49,19.22,,,48.31,,18.5,19.78,,,19.45,220.5,24.4,,46.37
2009-10-05,6.81,,8.7,14.9,33.15,59.48,,18.37,17.25,16.95,68.26,56.26,505.5,44.06,61.74,10.32,,25.7,23.9,37.26,42.0,19.4,,,49.09,,18.63,20.23,,,20.2,227.5,24.4,,46.6
2009-10-06,7.07,,8.75,15.48,33.3,59.9,,18.5,17.18,17.25,68.19,54.0,512.5,44.0,61.8,10.8,,25.94,23.76,37.77,42.41,19.5,,,48.58,,18.58,20.67,,,20.8,239.0,24.6,,47.3
2009-10-07,7.29,,8.57,15.4,33.39,59.75,,18.5,17.03,16.84,67.22,56.26,515.0,43.8,61.58,10.61,,25.91,24.1,37.8,42.54,19.71,14.5,,48.62,,18.6,21.19,,,20.4,238.0,24.5,,47.79
2009-10-08,7.02,,8.78,15.51,33.39,59.22,,18.5,17.25,17.25,67.2,,516.89,42.79,59.71,11.0,,26.74,23.87,37.51,42.7,19.8,,,48.85,,18.67,21.3,,,20.0,245.25,24.5,,47.79
2009-10-09,7.22,,8.7,15.7,33.2,58.8,,18.88,17.35,17.52,66.98,,524.95,42.4,59.0,11.46,,26.7,23.8,37.93,42.75,19.65,,,49.59,,18.95,21.54,,,20.55,252.0,24.0,,47.35
2009-10-12,7.65,,10.0,15.86,32.9,59.64,,18.98,17.4,17.52,68.48,,525.0,44.28,58.5,11.65,,27.77,24.93,39.2,43.0,19.8,,,50.2,,19.43,21.95,,,20.43,258.0,24.7,,48.3
2009-10-13,7.69,,9.46,15.78,32.75,59.71,,19.1,17.6,17.78,70.1,55.8,539.96,44.5,57.17,11.6,,27.79,25.25,38.9,43.43,19.87,,,50.31,,19.6,22.35,,,20.6,266.0,24.8,,48.9
2009-10-14,7.57,,9.3,15.94,32.9,60.41,,19.24,17.43,18.14,69.8,,548.95,46.18,56.21,11.18,,28.43,25.15,38.85,44.15,20.07,,,50.65,,19.7,22.37,,,20.84,268.99,24.8,,48.49
2009-10-15,7.64,,9.24,15.91,32.77,59.13,,19.1,17.0,18.05,69.65,54.0,548.93,45.5,58.69,11.08,,29.15,25.61,38.84,44.39,20.0,14.5,,50.7,,20.0,22.28,,,20.57,264.47,24.21,,48.44
2009-10-16,7.55,,9.09,15.78,32.4,59.5,,19.07,16.6,17.43,70.64,54.0,541.97,44.99,60.0,10.92,,29.05,25.4,39.0,44.14,19.68,14.5,,50.29,,19.58,22.56,,,20.5,264.87,24.96,,48.1
2009-10-19,7.52,,9.38,15.62,32.4,59.43,,19.8,16.6,17.56,71.43,53.0,550.0,45.2,58.14,10.95,,29.63,25.5,38.91,44.45,20.0,,,51.08,,19.2,22.5,,,20.83,275.1,25.1,,48.95
2009-10-20,7.53,,9.2,15.55,32.4,61.3,,20.0,16.7,17.28,70.96,53.0,566.0,45.44,57.9,10.9,,28.75,25.65,37.98,44.5,20.95,,,52.14,,19.27,22.15,,,21.03,271.0,24.95,,48.64
2009-10-21,7.5,,9.23,15.48,32.8,60.9,,20.0,16.86,17.15,70.08,53.0,560.3,45.1,57.8,10.88,,28.78,25.5,37.48,44.63,20.5,,,52.96,,19.3,22.16,,,21.41,265.19,24.91,,48.56
2009-10-22,7.5,,9.19,15.3,32.65,58.68,,20.0,16.65,16.99,70.23,53.5,572.0,45.2,57.47,10.9,,28.5,25.45,36.96,45.0,20.4,,,52.45,,19.66,21.91,,,21.49,272.5,25.48,,48.5
2009-10-23,7.48,,9.22,15.16,32.9,57.57,,20.26,16.5,16.66,71.29,52.0,564.0,45.75,58.65,11.25,,28.35,24.91,37.3,44.78,20.42,,,52.99,,19.46,21.7,,,21.05,267.72,25.0,,49.29
2009-10-26,7.42,,9.2,15.35,33.28,56.74,,20.1,16.26,15.78,70.46,53.5,555.0,45.55,58.9,11.43,,28.21,24.8,36.4,43.0,20.38,,,54.01,,19.38,21.4,,,20.07,256.0,24.5,,47.95
2009-10-27,7.17,,8.76,14.7,32.98,55.5,,19.94,15.8,14.9,69.01,52.0,521.16,42.4,58.4,11.3,,27.21,23.2,35.48,41.19,19.5,,,52.69,,19.0,20.38,,,20.22,246.0,23.5,,47.31
2009-10-28,7.02,,8.66,14.74,32.8,56.3,,19.94,15.4,14.0,71.0,51.5,526.52,39.23,57.41,11.0,,26.2,22.51,34.05,39.6,18.57,,,52.45,,18.83,20.25,,,19.55,244.5,23.5,,46.3
2009-10-29,7.15,,9.04,14.84,33.2,57.11,,19.9,15.35,14.75,70.95,52.0,534.0,43.98,57.8,11.2,,26.87,24.3,34.35,39.5,18.9,,,52.81,,18.67,21.2,,,19.42,235.0,24.5,,46.15
2009-10-30,6.75,,8.8,14.5,33.09,54.0,,19.08,15.2,13.75,71.9,52.0,539.0,43.31,56.0,11.0,,26.0,24.08,33.2,40.96,18.64,13.99,,50.41,,17.47,21.45,,,19.49,244.48,24.0,,46.99
2009-11-03,6.88,,8.84,14.94,32.4,56.68,,19.3,15.25,14.06,69.99,52.0,514.0,43.99,56.62,10.96,,26.5,23.7,34.46,40.0,18.6,,,51.6,,18.0,21.52,,,19.5,249.39,24.75,,46.99
2009-11-04,7.12,,8.95,15.21,33.7,56.83,,19.92,15.3,14.52,72.5,52.0,522.0,44.5,57.35,11.02,,27.0,24.31,34.64,40.05,18.7,,,52.94,,18.34,21.71,,,19.63,263.5,25.37,,47.77
2009-11-05,7.08,,9.15,15.57,33.98,57.48,,19.75,15.7,14.61,72.84,53.0,515.0,44.7,57.56,11.15,,27.45,25.3,34.57,39.2,18.66,,,54.77,,18.45,22.38,,,18.86,274.0,25.3,,48.28
2009-11-06,7.05,,9.4,15.52,34.7,58.82,,19.81,16.0,14.78,72.27,53.0,516.92,45.35,57.2,11.34,,27.89,25.1,34.93,39.1,18.72,,,55.0,,18.33,22.47,,,19.08,268.5,25.39,,48.3
2009-11-09,7.41,,9.5,15.78,35.55,59.77,,20.28,16.64,15.71,72.95,53.0,538.1,47.0,57.9,11.72,,29.25,25.7,36.68,40.29,19.09,,,55.76,,18.83,24.0,,,19.47,281.6,25.5,,49.49
2009-11-10,7.47,,9.32,15.8,35.7,59.0,,21.04,16.63,15.3,73.3,53.0,545.3,46.5,57.75,12.4,,29.31,25.15,37.19,40.55,19.57,13.0,,56.0,,18.93,24.36,,,19.95,285.99,26.4,,50.0
2009-11-11,7.49,,9.51,15.92,36.05,59.42,,20.92,16.35,15.59,71.73,55.0,547.49,48.05,58.2,12.43,,29.55,24.94,36.86,41.41,19.48,13.0,,56.85,,18.5,24.22,,,19.51,292.9,26.5,,50.95
2009-11-12,7.45,,9.33,15.86,37.3,59.65,,20.5,16.0,15.04,70.0,55.0,545.0,46.25,57.61,12.2,,29.5,24.15,35.79,40.85,19.8,13.0,,56.0,,18.31,23.98,,,19.31,291.0,27.0,,50.24
2009-11-13,7.5,,9.43,15.73,37.3,59.81,,20.88,16.42,15.05,70.57,55.5,548.54,48.48,56.76,12.45,,29.82,24.2,36.37,41.55,20.1,13.0,,55.0,,18.33,24.17,,,19.19,302.0,27.85,,51.74
2009-11-17,7.4,,9.55,15.98,36.2,60.86,,20.78,16.65,15.32,73.7,55.0,545.0,50.82,57.69,12.5,,31.85,25.15,37.0,40.66,19.36,13.0,,55.31,,18.33,23.89,,,19.65,309.0,27.93,,52.9
2009-11-18,7.29,,9.62,15.62,36.01,61.25,,20.75,16.64,15.03,72.2,55.0,543.93,49.75,57.8,12.22,,31.15,24.2,36.13,40.5,19.13,13.0,,54.55,,18.33,23.86,,,19.35,312.38,28.0,,52.62
2009-11-19,7.36,,9.5,15.51,36.6,60.43,,20.38,16.14,14.59,72.94,55.0,548.0,50.55,56.81,12.1,,31.04,23.8,35.32,40.39,18.62,13.0,,54.69,,18.1,23.6,,,19.21,300.0,27.4,,53.39
2009-11-20,7.55,,9.67,15.34,36.75,60.2,,20.4,16.48,14.49,72.15,55.0,537.99,49.25,57.02,11.95,,30.49,23.4,36.47,39.33,18.75,13.0,,54.29,,18.37,23.77,,,19.6,296.0,27.34,,53.2
2009-11-23,7.59,,9.9,15.6,36.95,61.25,,21.25,16.4,14.79,72.85,55.25,563.0,49.46,57.16,12.24,,30.77,23.5,37.15,41.07,18.7,13.0,,54.02,,18.43,24.81,,,19.67,304.45,27.27,,53.75
2009-11-24,7.7,,9.75,15.42,37.46,62.15,,20.9,16.64,14.39,75.88,55.25,557.2,47.9,59.19,12.2,,30.23,22.8,36.75,40.37,18.6,13.0,,53.56,,18.33,24.8,,,19.85,301.01,26.95,,53.28
2009-11-25,7.92,,9.8,15.75,37.27,63.04,,21.12,16.34,14.43,76.31,55.25,565.0,47.48,58.0,12.2,,31.3,24.0,36.28,41.19,18.62,13.0,,53.25,,18.33,24.79,,,19.83,296.6,27.0,,54.45
2009-11-26,7.76,,9.52,15.08,37.49,63.0,,20.58,15.85,13.82,76.0,55.0,540.0,45.75,56.95,11.65,,30.4,23.09,35.4,39.0,18.4,13.0,,52.5,,17.87,23.91,,,19.4,290.0,27.0,,52.0
2009-11-27,7.94,,9.9,15.59,38.4,62.0,,20.7,15.93,14.0,73.57,55.0,557.82,46.4,58.05,11.98,,30.7,23.2,34.93,38.81,18.5,13.0,,52.95,,18.0,24.56,,,19.61,293.0,25.92,,53.88
2009-11-30,8.2,,10.25,15.65,38.46,63.05,,20.92,16.2,14.69,74.15,55.0,570.0,44.69,58.77,12.38,,30.38,23.9,36.58,39.0,18.4,13.0,,53.35,,18.09,24.5,,,19.6,292.0,25.02,,53.17
2009-12-01,8.29,,10.2,16.0,39.55,67.3,,21.28,16.34,14.81,74.19,55.0,592.0,47.1,60.75,12.8,,31.08,24.5,37.0,39.89,18.82,13.0,,54.29,,18.37,25.0,,,19.94,306.0,26.75,,54.46
2009-12-02,8.4,,10.14,15.55,40.1,68.45,,22.5,16.44,14.61,74.31,55.0,626.0,49.0,60.9,12.66,,31.15,24.57,36.97,41.71,19.5,13.0,,53.59,,18.33,25.45,,,20.7,308.99,26.79,,55.94
2009-12-03,8.15,,10.05,15.34,40.95,67.17,,22.75,16.14,14.34,73.54,55.0,619.99,48.55,61.14,12.5,,30.48,24.1,37.39,42.48,19.55,13.0,,53.08,,18.0,25.44,,,20.65,306.0,26.5,,56.1
2009-12-04,8.22,,10.19,15.52,42.0,68.0,,23.0,16.03,14.65,74.74,55.0,623.0,48.3,61.99,12.7,,30.0,24.25,38.34,42.55,19.58,13.0,,54.09,,18.06,25.44,,,20.85,305.0,26.5,,56.39
2009-12-07,8.34,,9.79,15.3,42.58,67.0,,22.74,15.79,14.47,75.44,55.0,629.24,47.5,61.44,13.45,,29.8,24.2,38.34,41.5,19.55,13.0,,54.44,,17.87,24.7,,,20.98,300.0,26.7,,58.2
2009-12-08,8.2,,9.4,15.06,42.41,66.43,,22.78,15.67,14.13,75.8,55.0,615.0,46.59,60.16,13.82,,29.19,23.8,38.38,40.75,19.13,13.0,,54.1,,18.0,24.4,,,20.6,295.0,26.8,,58.7
2009-12-09,8.23,,9.42,15.2,42.45,65.63,,22.87,15.75,14.1,76.15,56.0,619.99,46.6,60.95,14.06,,30.07,23.45,37.37,40.9,18.8,13.0,,54.1,,18.09,24.44,,,19.98,288.31,27.0,,57.85
2009-12-10,8.3,,9.45,15.38,43.64,65.65,,22.5,16.0,14.43,77.78,56.0,626.0,46.4,62.22,13.8,,30.34,23.75,37.47,42.0,19.02,13.0,,54.35,,18.09,24.56,,,20.1,284.5,27.35,,56.5
2009-12-11,8.3,,9.73,15.3,42.6,68.5,,22.15,15.89,14.59,79.28,56.0,624.09,46.52,62.8,14.07,,30.05,24.68,37.04,41.7,19.0,13.0,,53.79,,18.09,24.65,,,20.06,282.9,28.2,,56.4
2009-12-14,8.3,,9.65,15.34,42.69,69.36,,22.25,15.8,14.54,79.82,56.0,659.0,46.29,61.69,14.52,,30.33,24.7,37.49,42.07,19.42,13.65,,53.32,,18.0,25.35,,,20.45,281.0,28.0,,56.09
2009-12-15,8.3,,9.72,15.18,42.7,70.71,,22.2,15.85,14.52,78.52,56.0,658.9,45.75,61.01,14.75,,30.0,24.6,39.52,41.8,18.91,13.65,,53.86,,18.08,25.8,,,21.49,292.0,28.45,,56.2
2009-12-16,8.3,,9.45,15.02,43.68,70.05,,22.37,15.3,14.62,78.88,56.0,675.0,44.3,60.79,15.55,,30.0,24.7,40.5,41.5,19.5,13.65,,54.54,,18.09,25.67,,,22.25,290.0,28.35,,56.6
2009-12-17,8.3,,9.49,15.07,43.72,70.65,,23.2,15.28,14.77,79.74,56.0,690.0,44.5,60.19,15.45,,29.28,24.0,41.45,41.62,19.62,13.3,,53.04,,18.02,25.55,,,22.18,288.87,28.0,,56.21
2009-12-18,8.2,,9.45,15.07,43.68,69.06,,21.81,15.04,14.84,79.19,56.0,680.51,43.52,59.73,14.82,,29.0,23.86,41.17,41.7,19.51,12.64,,52.41,,17.88,25.3,,,22.09,275.0,28.45,,55.6
2009-12-21,8.15,,9.52,15.04,43.61,69.1,,21.8,15.34,15.14,79.94,56.0,682.49,45.6,60.01,14.95,,29.17,23.96,40.58,42.3,19.75,12.64,,53.28,,17.87,25.49,,,22.26,271.5,28.45,,55.5
2009-12-22,8.3,,9.63,15.28,43.25,68.4,,22.5,15.68,15.4,81.83,57.0,685.9,46.54,61.7,14.95,,29.35,24.1,41.85,42.6,20.18,12.64,,53.69,,18.14,25.93,,,22.51,283.49,28.49,,57.5
2009-12-23,8.22,,9.65,15.32,43.48,68.75,,22.69,15.94,15.48,84.71,57.0,679.0,47.02,63.0,14.97,,29.98,23.8,41.85,42.96,19.88,12.64,,53.7,,18.13,26.05,,,23.0,289.0,28.5,,58.5
2009-12-24,8.2,,9.54,15.34,43.45,67.82,,22.68,15.85,15.52,86.12,58.0,679.8,47.28,63.02,14.9,,30.3,23.5,41.62,42.4,19.99,12.64,,53.99,,18.3,26.25,,,22.37,293.0,28.77,,58.27
2009-12-28,8.22,,9.62,15.39,43.5,69.0,,22.68,15.63,15.53,86.51,58.5,674.0,47.0,63.1,15.0,,30.2,22.71,41.98,42.9,19.95,12.64,,54.3,,19.0,26.22,,,22.59,294.0,29.0,,58.26
2009-12-29,8.2,,9.89,15.42,43.5,68.4,,22.36,15.3,15.83,85.7,58.5,673.99,47.25,62.78,15.02,,30.01,22.95,41.37,42.31,20.11,12.64,,54.24,,19.2,25.8,,,22.4,294.5,29.0,,58.89
2009-12-30,8.1,,9.88,15.36,43.25,68.35,,22.04,15.86,15.75,86.52,59.0,653.05,47.25,62.57,14.48,,30.1,23.09,41.29,40.7,19.6,,,54.38,,19.05,25.4,,,21.88,292.09,30.0,,60.5
2009-12-31,8.23,,10.1,15.38,43.5,67.79,,21.3,15.36,15.5,86.17,59.0,631.0,47.18,62.76,14.4,,29.86,23.0,40.81,40.01,19.3,,,54.43,,19.52,25.01,,,21.66,281.0,29.3,,58.3
2010-01-04,8.78,,10.19,15.72,43.5,70.81,,21.98,15.5,15.92,85.89,59.0,640.35,47.97,64.41,15.34,,31.3,23.85,42.48,41.49,20.0,,,54.53,,19.54,26.36,,,22.14,290.0,29.2,,59.75
2010-01-05,8.6,,10.2,15.61,43.5,71.48,,22.0,15.88,15.93,84.5,59.0,627.5,47.73,62.5,15.8,,31.11,24.0,42.9,40.98,19.95,,,53.75,,19.49,26.83,,,22.0,283.0,29.15,,60.79
2010-01-06,8.65,,10.2,15.57,43.3,72.99,,21.98,16.05,15.78,84.07,59.0,627.02,47.81,63.05,16.25,,31.67,24.7,43.1,41.13,20.22,13.0,,53.25,,19.5,27.5,,,22.26,292.85,30.0,,60.99
2010-01-07,8.63,,10.19,15.78,43.59,73.15,,22.12,16.14,15.91,84.6,59.0,654.89,47.58,64.08,16.38,,31.8,26.85,43.4,41.75,20.87,13.0,,54.0,,19.15,28.27,,,22.6,291.0,29.99,,59.77
2010-01-08,8.56,,10.11,15.68,42.8,71.91,,22.0,16.85,15.75,82.3,59.0,672.02,47.26,63.11,16.35,,31.57,27.38,43.12,42.55,20.75,13.5,,52.81,,18.87,28.45,,,22.75,294.5,30.14,,59.3
2010-01-11,8.7,,9.89,15.88,41.65,70.7,,22.61,16.58,15.78,77.42,59.0,691.5,45.9,54.8,15.96,,31.61,26.9,43.11,42.38,20.63,13.0,,52.65,,18.43,28.88,,,22.45,296.58,29.1,,60.79
2010-01-12,8.67,,9.89,15.9,40.9,69.24,,22.47,16.33,15.6,76.85,60.0,679.6,45.65,56.44,15.6,,30.88,27.63,42.95,41.21,20.36,13.0,,51.92,,18.39,28.69,,,21.51,292.99,29.0,,61.61
2010-01-13,8.72,,9.83,15.9,40.7,68.78,,22.5,16.45,15.43,78.97,59.0,665.64,46.21,56.39,15.62,,31.3,27.81,43.55,42.75,20.5,13.0,,52.6,,18.94,28.9,,,21.25,293.39,29.0,,61.04
2010-01-14,8.88,,10.49,15.13,41.89,69.4,,22.63,16.74,15.22,78.33,60.0,671.14,47.3,55.87,15.6,,31.49,28.5,44.75,43.85,21.25,13.0,,52.64,,18.83,30.11,,,20.83,297.0,28.98,,61.21
2010-01-15,8.53,,10.44,14.78,42.04,68.9,,21.9,16.81,14.99,78.5,60.0,655.5,46.75,55.7,15.34,,30.6,28.64,43.7,41.85,21.76,13.0,,51.8,,19.24,29.2,,,20.59,283.0,28.95,,61.31
2010-01-18,8.72,,10.43,14.95,42.03,70.21,,22.38,16.8,14.94,77.0,60.0,665.97,47.25,56.29,15.5,,30.78,28.6,43.99,42.79,21.88,13.0,,51.44,,19.32,29.92,,,20.12,287.7,29.64,,62.01
2010-01-19,8.7,,10.2,14.83,42.49,69.0,,22.28,17.21,15.13,76.81,60.0,653.51,47.3,55.7,15.55,,30.97,28.3,43.16,42.43,22.36,13.0,,51.4,,19.5,29.69,,,20.1,288.84,28.7,,62.2
2010-01-20,8.74,,10.0,14.37,42.22,68.49,,22.25,17.29,14.82,74.91,60.0,630.0,46.5,55.81,15.2,,29.99,28.6,42.8,43.68,22.24,13.0,,51.5,,18.97,29.59,,,20.21,282.7,28.5,,62.0
2010-01-21,8.45,,9.9,14.18,42.26,68.0,,22.0,16.8,14.26,75.2,60.0,611.74,46.75,55.7,14.92,,28.23,28.78,42.99,40.81,20.8,13.0,,51.4,,18.78,28.8,,,19.93,270.0,28.01,,59.55
2010-01-22,8.37,,9.88,14.07,41.6,66.88,,21.94,17.2,13.75,76.26,60.0,619.98,45.95,55.3,14.87,,27.9,27.3,43.7,40.31,20.5,13.0,,51.01,,19.24,28.3,,,19.73,261.17,27.1,,58.65
2010-01-25,8.25,,9.9,13.8,41.35,66.0,,21.32,16.81,13.4,75.23,,608.05,44.46,54.48,14.7,,28.16,27.1,42.18,40.22,20.0,13.0,,51.05,,19.33,27.6,,,19.39,249.89,28.0,,58.8
